100PCT	NIL35
phonehacking	http://dbpedia.org/resource/News_International_phone_hacking_scandal
xbox 360	http://dbpedia.org/resource/Xbox_360
Eph	http://dbpedia.org/resource/Epistle_to_the_Ephesians
5	http://dbpedia.org/resource/IPhone_5
Apple	http://dbpedia.org/resource/Apple_Inc.
iPhone	http://dbpedia.org/resource/IPhone
iPhone 4S	http://dbpedia.org/resource/IPhone_4S
wikipedia	http://dbpedia.org/resource/Wikipedia
12th Royal Lancers	http://dbpedia.org/resource/9th/12th_Royal_Lancers
Afghanistan	http://dbpedia.org/resource/Afghanistan
British	http://dbpedia.org/resource/United_Kingdom
Wales	http://dbpedia.org/resource/Wales
LCpl Paul Watkins	NIL161
Leo	http://dbpedia.org/resource/Leo_(astrology)
HSM	http://dbpedia.org/resource/High_School_Musical
Jonas Brothers	http://dbpedia.org/resource/Jonas_Brothers
Miley	http://dbpedia.org/resource/Miley_Cyrus
Leo	http://dbpedia.org/resource/Leo_(astrology)
Kim Jaejoong	http://dbpedia.org/resource/Jaejoong
Australia	http://dbpedia.org/resource/Australia
Philip Morris	http://dbpedia.org/resource/Philip_Morris_International
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
GlobeandMail	http://dbpedia.org/resource/The_Globe_and_Mail
Kurt Geiger	http://dbpedia.org/resource/Kurt_Geiger
Twitter	http://dbpedia.org/resource/Twitter
Boris	http://dbpedia.org/resource/Boris_Johnson
Boris	http://dbpedia.org/resource/Boris_Johnson
Cameron	http://dbpedia.org/resource/David_Cameron
PM	http://dbpedia.org/resource/Prime_Minister_of_the_United_Kingdom
call of duty ; black ops	http://dbpedia.org/resource/Call_of_Duty:_Black_Ops
onedirection	http://dbpedia.org/resource/One_Direction
AlanCarr	http://dbpedia.org/resource/Alan_Carr
Sainsburys	NIL10001
Earth	http://dbpedia.org/resource/Earth
onedirection	http://dbpedia.org/resource/One_Direction
matty_yu	NIL175
devykins	NIL97
lazy_liam	NIL160
Mac	http://dbpedia.org/resource/Macintosh
iPad	http://dbpedia.org/resource/IPad
iTunes	http://dbpedia.org/resource/ITunes
Derby	http://dbpedia.org/resource/Derby
Matt Oakley	http://dbpedia.org/resource/Matt_Oakley
Billboard Hot 100	http://dbpedia.org/resource/Billboard_Hot_100
Wanna Be Startin' Somethin	NIL10012
John C Maxwell	http://dbpedia.org/resource/John_C._Maxwell
Bajan	http://dbpedia.org/resource/Culture_of_Barbados
ZE Member Center	NIL48
FIFA Women's world cup	NIL10009
Japan	http://dbpedia.org/resource/Japan
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
Harry Potter and the Deathly Hallows Part II	http://dbpedia.org/resource/Harry_Potter_and_the_Deathly_Hallows_–_Part_2
Sean Hoare	http://dbpedia.org/resource/Sean_Hoare
guardian	http://dbpedia.org/resource/The_Guardian
hacking scandal	http://dbpedia.org/resource/News_International_phone_hacking_scandal
new York Times	http://dbpedia.org/resource/The_New_York_Times
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
google	http://dbpedia.org/resource/Google
google plus	http://dbpedia.org/resource/Google+
Xbox	http://dbpedia.org/resource/Xbox
Giggs	http://dbpedia.org/resource/Ryan_Giggs
chloe_anne111	NIL88
JLSOfficial	http://dbpedia.org/resource/JLS
Lithuania	http://dbpedia.org/resource/Lithuania
Lady Gaga	http://dbpedia.org/resource/Lady_Gaga
Wimbledon	http://dbpedia.org/resource/The_Championships,_Wimbledon
tennis	http://dbpedia.org/resource/Tennis
Lib Dems	http://dbpedia.org/resource/Liberal_Democrats
Boehner	http://dbpedia.org/resource/John_Boehner
Cantor	http://dbpedia.org/resource/Eric_Cantor
Caucus	http://dbpedia.org/resource/Caucus
Obama	http://dbpedia.org/resource/Barack_Obama
Aquarius	http://dbpedia.org/resource/Aquarius_(astrology)
phone hacking scandal	http://dbpedia.org/resource/News_International_phone_hacking_scandal
Windows 8	http://dbpedia.org/resource/Windows_8
Xbox 360	http://dbpedia.org/resource/Xbox_360
Kickstarts	NIL293
Leo	http://dbpedia.org/resource/Leo_(astrology)
Leo_Tweets	NIL296
the lion king	http://dbpedia.org/resource/The_Lion_King
Facebook	http://dbpedia.org/resource/Facebook
Fred Weasley	NIL2
LA	http://dbpedia.org/resource/Los_Angeles
gemini	http://dbpedia.org/resource/Gemini_(astrology)
Seattle	http://dbpedia.org/resource/Seattle
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
Geminis	http://dbpedia.org/resource/Gemini_(astrology)
Geminis	http://dbpedia.org/resource/Gemini_(astrology)
ezechinedu	NIL119
Harry Potter	http://dbpedia.org/resource/Harry_Potter_(film_series)
Pattinson	http://dbpedia.org/resource/Robert_Pattinson
Nelson Mandela	http://dbpedia.org/resource/Nelson_Mandela
Aston Villa	http://dbpedia.org/resource/Aston_Villa_F.C.
Man City	http://dbpedia.org/resource/Manchester_City_F.C.
Shay Given	http://dbpedia.org/resource/Shay_Given
football	http://dbpedia.org/resource/Football
New Orleans press club awards	NIL14
schleifnet	NIL231
NOLA.com	NIL301
twitter	http://dbpedia.org/resource/Twitter
Charnixxx	NIL86
Mitch McConnell	http://dbpedia.org/resource/Mitch_McConnell
GOP	http://dbpedia.org/resource/Republican_Party_(United_States)
U.S. Senate	http://dbpedia.org/resource/United_States_Senate
Gary	NIL123
PhillTurnerDIY	NIL206
Hoarders	http://dbpedia.org/resource/Hoarders
Droid 3	http://dbpedia.org/resource/Droid_3
iFixit	http://dbpedia.org/resource/IFixit
Leo	http://dbpedia.org/resource/Leo_(astrology)
Libra	http://dbpedia.org/resource/Libra_(astrology)
Sean Hoare	http://dbpedia.org/resource/Sean_Hoare
phone hacking	http://dbpedia.org/resource/News_International_phone_hacking_scandal
whiteboytatted	NIL246
Indian	http://dbpedia.org/resource/Indian_people
WPB	http://dbpedia.org/resource/West_Palm_Beach,_Florida
Sean Hoare	http://dbpedia.org/resource/Sean_Hoare
Fred Weasley	NIL2
CSLEWIS	http://dbpedia.org/resource/C._S._Lewis
Chuck Norris	http://dbpedia.org/resource/Chuck_Norris
thor hushovd	http://dbpedia.org/resource/Thor_Hushovd
Facebook	http://dbpedia.org/resource/Facebook
Nelson Mandela	http://dbpedia.org/resource/Nelson_Mandela
Florida	http://dbpedia.org/resource/Florida
NASA_EO	http://dbpedia.org/resource/NASA_Earth_Observatory
Brazilians	http://dbpedia.org/resource/Brazilian_people
Corinthians	http://dbpedia.org/resource/Corinthian_F.C.
Man City	http://dbpedia.org/resource/Manchester_City_F.C.
mcfc	http://dbpedia.org/resource/Manchester_City_F.C.
Google	http://dbpedia.org/resource/Google
Chandler	http://dbpedia.org/resource/Chandler_Bing
Friends	http://dbpedia.org/resource/Friends
Joey	http://dbpedia.org/resource/Joey_Tribbiani
Big Sean	http://dbpedia.org/resource/Big_Sean
BigSean	http://dbpedia.org/resource/Big_Sean
FinallyFamous	http://dbpedia.org/resource/Finally_Famous_(Big_Sean_album)
ComplexMag	NIL271
NewsInt	http://dbpedia.org/resource/News_UK
Rupert Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
www.thesun.co.uk	http://dbpedia.org/resource/The_Sun_(United_Kingdom)
Sartre	http://dbpedia.org/resource/Jean-Paul_Sartre
Aries	http://dbpedia.org/resource/Aries_(astrology)
Fred Weasley	NIL2
N0rMaJeaN	NIL192
Justin	http://dbpedia.org/resource/Justin_Bieber
www.dailymail.co.uk	http://dbpedia.org/resource/Daily_Mail
twitter	http://dbpedia.org/resource/Twitter
bitcoin	http://dbpedia.org/resource/Bitcoin
LulzSec	http://dbpedia.org/resource/LulzSec
the sun	http://dbpedia.org/resource/The_Sun_(United_Kingdom)
twitter	http://dbpedia.org/resource/Twitter
BTC	http://dbpedia.org/resource/Bitcoin
Bob	NIL71
Bitcoin	http://dbpedia.org/resource/Bitcoin
Jesus Christ	http://dbpedia.org/resource/Jesus
Film4	http://dbpedia.org/resource/Film4
XSTROLOGY	NIL318
Hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
News International	http://dbpedia.org/resource/News_UK
Newsnight	http://dbpedia.org/resource/Newsnight
Nick Boles	http://dbpedia.org/resource/Nicholas_Boles
DMV	NIL278
http://www.DMVFollowers.com/	NIL287
Blondie	http://dbpedia.org/resource/Blondie_(band)
Galway	http://dbpedia.org/resource/Galway
twitter	http://dbpedia.org/resource/Twitter
Galway Arts Festival 2011	NIL11
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
anonymous	http://dbpedia.org/resource/Anonymous_(group)
antisec	http://dbpedia.org/resource/Antisec_Movement
hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
DamnItsTrue	NIL274
DamnItsTrue	NIL274
harry potter	http://dbpedia.org/resource/Harry_Potter
scoobydoo	http://dbpedia.org/resource/Scooby-Doo
JohnCena	http://dbpedia.org/resource/John_Cena
JohnCena	http://dbpedia.org/resource/John_Cena
WWE	http://dbpedia.org/resource/WWE
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
Cancer	http://dbpedia.org/resource/Cancer_(astrology)
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
AllAboutPisces	NIL258
McDonalds	NIL36
Alecia_Halm	NIL57
Leo	http://dbpedia.org/resource/Leo_(astrology)
Aristotle	http://dbpedia.org/resource/Aristotle
MeaganGood	http://dbpedia.org/resource/Meagan_Good
Bahrain	http://dbpedia.org/resource/Bahrain
Philippines	http://dbpedia.org/resource/Philippines
Congress	http://dbpedia.org/resource/United_States_Congress
Museum of American People	http://dbpedia.org/resource/National_Museum_of_the_American_People
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
NewsCorp	http://dbpedia.org/resource/News_Corporation
CNBCbrk	NIL269
Justin	http://dbpedia.org/resource/Justin_Bieber
Aries	http://dbpedia.org/resource/Aries_(astrology)
Leo	http://dbpedia.org/resource/Leo_(astrology)
Sagittarius	http://dbpedia.org/resource/Sagittarius_(astrology)
Scorpios	http://dbpedia.org/resource/Scorpio_(astrology)
San Diego	http://dbpedia.org/resource/San_Diego
chrisbharrison	http://dbpedia.org/resource/Chris_Harrison
Paradise Point	NIL21
Scorpios	http://dbpedia.org/resource/Scorpio_(astrology)
Twitter	http://dbpedia.org/resource/Twitter
ATTORNEY GENERAL HORNE	http://dbpedia.org/resource/Tom_Horne
COURT	http://dbpedia.org/resource/Federal_judiciary_of_the_United_States
OBAMA HEALTH CARE LAW	http://dbpedia.org/resource/Health_care_reforms_proposed_during_the_Obama_administration
Twitter	http://dbpedia.org/resource/Twitter
David Lawrence Royhl	NIL95
DJ	NIL102
California	http://dbpedia.org/resource/California
carmageddon	http://dbpedia.org/resource/Carmageddon
DJ	NIL102
DJ	NIL102
Twitter	http://dbpedia.org/resource/Twitter
McDonalds	NIL36
JohnCena	http://dbpedia.org/resource/John_Cena
WWE	http://dbpedia.org/resource/WWE
Rome	http://dbpedia.org/resource/Rome
rae_natasha	NIL213
Vince	http://dbpedia.org/resource/Vince_McMahon
tripleh	http://dbpedia.org/resource/Triple_H
Varrie_Songbird	NIL243
Brick Squad Monopoly	http://dbpedia.org/resource/1017_Brick_Squad_Records
Leo	http://dbpedia.org/resource/Leo_(astrology)
jasonterry31	http://dbpedia.org/resource/Jason_Terry
mumford and sons	http://dbpedia.org/resource/Mumford_&_Sons
swish41	http://dbpedia.org/resource/Dirk_Nowitzki
Marvins	NIL173
Twitter	http://dbpedia.org/resource/Twitter
J.Lo	http://dbpedia.org/resource/Jennifer_Lopez
diddy	http://dbpedia.org/resource/Sean_Combs
Leos	http://dbpedia.org/resource/Leo_(astrology)
analysis215	NIL61
OWN network	http://dbpedia.org/resource/Oprah_Winfrey_Network_(U.S._TV_channel)
chriscolfer	http://dbpedia.org/resource/Chris_Colfer
Virgo	http://dbpedia.org/resource/Virgo_(astrology)
Rugrats	http://dbpedia.org/resource/Rugrats
RainforestKityy	NIL214
Lulz Security	http://dbpedia.org/resource/LulzSec
Aquarius	http://dbpedia.org/resource/Aquarius_(astrology)
AllAboutAries	NIL257
Aries	http://dbpedia.org/resource/Aries_(astrology)
Arians	http://dbpedia.org/resource/Aries_(astrology)
AllAboutAries	NIL257
Romans	http://dbpedia.org/resource/Epistle_to_the_Romans
English	http://dbpedia.org/resource/English_language
Google translator	http://dbpedia.org/resource/Google_Translate
Italian	http://dbpedia.org/resource/Italian_language
J.K. Rowling	http://dbpedia.org/resource/J._K._Rowling
Twitter	http://dbpedia.org/resource/Twitter
PAL Express	http://dbpedia.org/resource/PAL_Express
Amazon	http://dbpedia.org/resource/Amazon.com
Baidu	http://dbpedia.org/resource/Baidu
Google	http://dbpedia.org/resource/Google
Neil Kinnock	http://dbpedia.org/resource/Neil_Kinnock
cancer	http://dbpedia.org/resource/Cancer
R&B	http://dbpedia.org/resource/Rhythm_and_blues
Tyler, the Creator	http://dbpedia.org/resource/Tyler,_The_Creator
Moon	http://dbpedia.org/resource/Moon
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
china	http://dbpedia.org/resource/China
Atlantis	http://dbpedia.org/resource/Space_Shuttle_Atlantis
Earth	http://dbpedia.org/resource/Earth
US	http://dbpedia.org/resource/United_States
space shuttle Atlantis	http://dbpedia.org/resource/Space_Shuttle_Atlantis
Rebecca Black	http://dbpedia.org/resource/Rebecca_Black
Bond market	http://dbpedia.org/resource/Bond_market
SMEs	http://dbpedia.org/resource/Small_and_medium_enterprises
DVDs	http://dbpedia.org/resource/DVD
FA Cup	http://dbpedia.org/resource/FA_Cup
mcfc	http://dbpedia.org/resource/Manchester_City_F.C.
Facebook	http://dbpedia.org/resource/Facebook
Facebook	http://dbpedia.org/resource/Facebook
GM	http://dbpedia.org/resource/General_Motors
bacotan_remaja	NIL67
England	http://dbpedia.org/resource/England
Bank of America	http://dbpedia.org/resource/Bank_of_America
http://CNNMoney.com	http://dbpedia.org/resource/CNNMoney
Gemini	http://dbpedia.org/resource/Gemini_(astrology)
Paul Stephenson	http://dbpedia.org/resource/Paul_Stephenson_(police_officer)
AFC	http://dbpedia.org/resource/A.F.C._Leopards
Gor	http://dbpedia.org/resource/Gor_Mahia_F.C.
Gor Mahia	http://dbpedia.org/resource/Gor_Mahia_F.C.
football	http://dbpedia.org/resource/Football
Guardian	http://dbpedia.org/resource/The_Guardian
Arsenal	http://dbpedia.org/resource/Arsenal_F.C.
Cesc Fabregas	http://dbpedia.org/resource/Cesc_Fàbregas
FCB	http://dbpedia.org/resource/FC_Barcelona
Pep Guardiola	http://dbpedia.org/resource/Pep_Guardiola
afc	http://dbpedia.org/resource/Arsenal_F.C.
gunners	http://dbpedia.org/resource/Arsenal_F.C.
www.skysports.com	http://dbpedia.org/resource/Sky_Sports
hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
Carmageddon	http://dbpedia.org/resource/Carmageddon
L.A.	http://dbpedia.org/resource/Los_Angeles
Sean Bean	http://dbpedia.org/resource/Sean_Bean
Snow White	http://dbpedia.org/resource/Snow_White
Northern Irish peoples	http://dbpedia.org/resource/People_of_Northern_Ireland
Orlov	http://dbpedia.org/resource/Orlov
golf	http://dbpedia.org/resource/Golf
idillionaire	NIL132
CBS 21 News	http://dbpedia.org/resource/WHP-TV
Justin	http://dbpedia.org/resource/Justin_Bieber
Justins	http://dbpedia.org/resource/Justin_Bieber
Paige	http://dbpedia.org/resource/Paige_(band)
Met	http://dbpedia.org/resource/Metropolitan_Police_Service
News International	http://dbpedia.org/resource/News_UK
British	http://dbpedia.org/resource/United_Kingdom
Murdochs	http://dbpedia.org/resource/Rupert_Murdoch
Rupert Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
hacking scandal	http://dbpedia.org/resource/News_International_phone_hacking_scandal
Lamar Odom	http://dbpedia.org/resource/Lamar_Odom
MPs	http://dbpedia.org/resource/Member_of_parliament
Rupert	http://dbpedia.org/resource/Rupert_Murdoch
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
Rupert Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
N.O.W	http://dbpedia.org/resource/News_of_the_World
Rupert	http://dbpedia.org/resource/Rupert_Murdoch
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
News International	http://dbpedia.org/resource/News_UK
hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
notw	http://dbpedia.org/resource/News_of_the_World
hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
Vader	NIL242
NOTW	http://dbpedia.org/resource/News_of_the_World
Rupert	http://dbpedia.org/resource/Rupert_Murdoch
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
Peeta Mellark	http://dbpedia.org/resource/Peeta_Mellark
kevin spacey	http://dbpedia.org/resource/Kevin_Spacey
murdoch	http://dbpedia.org/resource/Rupert_Murdoch
the usual suspects	http://dbpedia.org/resource/The_Usual_Suspects
notw	http://dbpedia.org/resource/News_of_the_World
Murdochs	http://dbpedia.org/resource/Rupert_Murdoch
bynickdavies	http://dbpedia.org/resource/Nick_Davies
hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
newsbrooke	http://dbpedia.org/resource/Heather_Brooke
RevRunWisdom	http://dbpedia.org/resource/Joseph_Simmons
gilescoren	http://dbpedia.org/resource/Giles_Coren
British	http://dbpedia.org/resource/British_people
Hillsborough	http://dbpedia.org/resource/Hillsborough_Stadium
hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
US	http://dbpedia.org/resource/United_States
LoraInnes	NIL169
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
Rupert	http://dbpedia.org/resource/Rupert_Murdoch
cwilli89	NIL92
MPs	http://dbpedia.org/resource/Member_of_parliament
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
katedesceras	NIL158
ChuckNorriz	http://dbpedia.org/resource/Chuck_Norris
Walt Disney	http://dbpedia.org/resource/Walt_Disney
mouse	http://dbpedia.org/resource/Mickey_Mouse
nasa	http://dbpedia.org/resource/NASA
Lil Wayne	http://dbpedia.org/resource/Lil_Wayne
AS Red and AS Blue	http://dbpedia.org/resource/A.S._Red_&_Blue
LA Noire	http://dbpedia.org/resource/L.A._Noire
Scorpio	http://dbpedia.org/resource/Scorpio_(astrology)
Rebekah Brooks	http://dbpedia.org/resource/Rebekah_Brooks
Chris Brown	http://dbpedia.org/resource/Chris_Brown
manhattan beach	http://dbpedia.org/resource/Manhattan_Beach,_California
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
Wendi	http://dbpedia.org/resource/Wendi_Deng_Murdoch
Murdoch	NIL191
Rupert	http://dbpedia.org/resource/Rupert_Murdoch
wendi	http://dbpedia.org/resource/Wendi_Deng_Murdoch
MPs	http://dbpedia.org/resource/Member_of_parliament
Wendi	http://dbpedia.org/resource/Wendi_Deng_Murdoch
London	http://dbpedia.org/resource/London
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
Rupert Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
bg524	http://dbpedia.org/resource/Billy_Gilman
billy	http://dbpedia.org/resource/Billy_Gilman
billy gilman	http://dbpedia.org/resource/Billy_Gilman
kaciallen	NIL156
Corporate barter exchanges	http://dbpedia.org/resource/Barter
BTC	http://dbpedia.org/resource/Bitcoin
Bob	NIL71
CNN	http://dbpedia.org/resource/CNN
Dan Rivers	http://dbpedia.org/resource/Dan_Rivers
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
NOTW	http://dbpedia.org/resource/News_of_the_World
hacking	http://dbpedia.org/resource/News_International_phone_hacking_scandal
ModestMakenna	NIL184
Windows Azure	http://dbpedia.org/resource/Microsoft_Azure
Imagine Cup 2011	NIL12
European Union	http://dbpedia.org/resource/European_Union
1D	http://dbpedia.org/resource/One_Direction
cocaine	http://dbpedia.org/resource/Cocaine
heroin	http://dbpedia.org/resource/Heroin
oxytocin	http://dbpedia.org/resource/Oxytocin
MPs	http://dbpedia.org/resource/Member_of_parliament
Rupert	http://dbpedia.org/resource/Rupert_Murdoch
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
hacking	http://dbpedia.org/resource/News_International_phone_hacking_scandal
Bono	http://dbpedia.org/resource/Bono
U2	http://dbpedia.org/resource/U2
WPB FL	http://dbpedia.org/resource/West_Palm_Beach,_Florida
twitter	http://dbpedia.org/resource/Twitter
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
Canon Rebel EOS	http://dbpedia.org/resource/Canon_EOS
Canon Rebel	http://dbpedia.org/resource/Canon_EOS
cancer	http://dbpedia.org/resource/Cancer
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
Rebecca brooks	http://dbpedia.org/resource/Rebekah_Brooks
Guardian	http://dbpedia.org/resource/The_Guardian
Operation Mororman	http://dbpedia.org/resource/Operation_Motorman
Rebekah Brooks	http://dbpedia.org/resource/Rebekah_Brooks
hackinggate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
Guardian	http://dbpedia.org/resource/The_Guardian
Rebekah Brooks	http://dbpedia.org/resource/Rebekah_Brooks
arusbridger	http://dbpedia.org/resource/Alan_Rusbridger
Cameron	http://dbpedia.org/resource/David_Cameron
Duce pound	http://dbpedia.org/resource/Maybach_Music_Group
Rick Ross	http://dbpedia.org/resource/Rick_Ross
jongaunt	http://dbpedia.org/resource/Jon_Gaunt
GMAT	http://dbpedia.org/resource/Graduate_Management_Admission_Test
twilight	http://dbpedia.org/resource/The_Twilight_Saga_(film_series)
CNN	http://dbpedia.org/resource/CNN
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
piersmorgan	http://dbpedia.org/resource/Piers_Morgan
alaughfor140	NIL55
Arsenal	http://dbpedia.org/resource/Arsenal_F.C.
Barca	http://dbpedia.org/resource/FC_Barcelona
Martin Keown	http://dbpedia.org/resource/Martin_Keown
Rupert Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
twitter	http://dbpedia.org/resource/Twitter
Mankins	http://dbpedia.org/resource/Logan_Mankins
Manning	http://dbpedia.org/resource/Peyton_Manning
Brees	NIL74
hunnifive	NIL130
Fox News	http://dbpedia.org/resource/Fox_News_Channel
News Corp	http://dbpedia.org/resource/News_Corporation
Rupert Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
Rio	http://dbpedia.org/resource/Rio_de_Janeiro
Rico Suave	http://dbpedia.org/resource/Rico_Suave_(song)
Killzone 3	http://dbpedia.org/resource/Killzone_3
ps3	http://dbpedia.org/resource/PlayStation_3
Oprah	http://dbpedia.org/resource/Oprah_Winfrey
HackGate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
Mrs. Murdoch	http://dbpedia.org/resource/Wendi_Deng_Murdoch
jarpad	http://dbpedia.org/resource/Jared_Padalecki
ScottyMcCreery	http://dbpedia.org/resource/Scotty_McCreery
Little Bay Islands	http://dbpedia.org/resource/Little_Bay_Islands
ArianaGrande	http://dbpedia.org/resource/Ariana_Grande
Hawthorne	http://dbpedia.org/resource/Hawthorne_(TV_series)
LSU	http://dbpedia.org/resource/LSU_Tigers_football
PDF	http://dbpedia.org/resource/Portable_Document_Format
Andy_Staples	NIL62
Mark Salling	http://dbpedia.org/resource/Mark_Salling
SNL	http://dbpedia.org/resource/Saturday_Night_Live
BobyMR	NIL72
Atlanta	http://dbpedia.org/resource/Atlanta
WINDmobile	http://dbpedia.org/resource/Wind_Mobile
Goosebumps books	http://dbpedia.org/resource/List_of_Goosebumps_books
Sol Saks	http://dbpedia.org/resource/Sol_Saks
Black Veil Brides	http://dbpedia.org/resource/Black_Veil_Brides
nessaboo684	NIL195
All-Big 12 team	http://dbpedia.org/resource/Big_12_Conference_All-Time_football_team_(2010)
OU	http://dbpedia.org/resource/University_of_Oklahoma
R Broyles	http://dbpedia.org/resource/Ryan_Broyles
facebook	http://dbpedia.org/resource/Facebook
Wayne	http://dbpedia.org/resource/Lil_Wayne
playstation	http://dbpedia.org/resource/PlayStation
ABC News	http://dbpedia.org/resource/ABC_News
Obama	http://dbpedia.org/resource/Barack_Obama
Steve King	http://dbpedia.org/resource/Steve_King
uggs	http://dbpedia.org/resource/Ugg_boots
justinbieber	http://dbpedia.org/resource/Justin_Bieber
Louise boat	http://dbpedia.org/resource/LulzSec
Sky news	http://dbpedia.org/resource/Sky_News
hackgate	http://dbpedia.org/resource/News_International_phone_hacking_scandal
lulzsec	http://dbpedia.org/resource/LulzSec
thesun	http://dbpedia.org/resource/The_Sun_(United_Kingdom)
CYBEX	http://dbpedia.org/resource/Cybex_International
bitcoin	http://dbpedia.org/resource/Bitcoin
peer-to-peer network	http://dbpedia.org/resource/Peer-to-peer
India	http://dbpedia.org/resource/India
Indian	http://dbpedia.org/resource/Indian_people
Scorpios	http://dbpedia.org/resource/Scorpio_(astrology)
Aquarian	http://dbpedia.org/resource/Aquarius_(astrology)
AboutAquarius	NIL255
York	http://dbpedia.org/resource/York
landmark3d	NIL294
Insanity	NIL134
Insanity	NIL134
Insanity	NIL134
AAPL	http://dbpedia.org/resource/Apple_Inc.
Apple	http://dbpedia.org/resource/Apple_Inc.
Goldman Sachs	http://dbpedia.org/resource/Goldman_Sachs
ipad	http://dbpedia.org/resource/IPad
Aquarius	http://dbpedia.org/resource/Aquarius_(astrology)
Americans	http://dbpedia.org/resource/Americans
Fox News	http://dbpedia.org/resource/Fox_News_Channel
ebertchicago	http://dbpedia.org/resource/Roger_Ebert
Webbie	http://dbpedia.org/resource/Webbie
Leo	http://dbpedia.org/resource/Leo_(astrology)
FootballManager	http://dbpedia.org/resource/Football_Manager
football	http://dbpedia.org/resource/Football
Bruce Willis	http://dbpedia.org/resource/Bruce_Willis
Harry Potter	http://dbpedia.org/resource/Harry_Potter_(film_series)
Apple	http://dbpedia.org/resource/Apple_Inc.
Hulls	http://dbpedia.org/resource/Jordan_Hulls
Sheehey	http://dbpedia.org/resource/Will_Sheehey
Will	http://dbpedia.org/resource/Will_Sheehey
Gulf	http://dbpedia.org/resource/Gulf_of_Mexico
BP's Deepwater Horizon	http://dbpedia.org/resource/Deepwater_Horizon_oil_spill
Virgo	http://dbpedia.org/resource/Virgo_(astrology)
MPs	http://dbpedia.org/resource/Member_of_parliament
Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
Pisces	http://dbpedia.org/resource/Pisces_(astrology)
Libra	http://dbpedia.org/resource/Libra_(astrology)
ZodiacFacts	NIL320
Sagittarius	http://dbpedia.org/resource/Sagittarius_(astrology)
D.C.	http://dbpedia.org/resource/Washington,_D.C.
NOAA	http://dbpedia.org/resource/National_Oceanic_and_Atmospheric_Administration
DOMA	http://dbpedia.org/resource/Defense_of_Marriage_Act
Obama	http://dbpedia.org/resource/Barack_Obama
Respect for Marriage Act	http://dbpedia.org/resource/Respect_for_Marriage_Act
Britain	http://dbpedia.org/resource/Great_Britain
Cops	http://dbpedia.org/resource/Police_officer
Ninja	http://dbpedia.org/resource/Ninja
g4tv	http://dbpedia.org/resource/G4_(TV_channel)
Dutch	http://dbpedia.org/resource/Dutch_people
US	http://dbpedia.org/resource/United_States
anonymouSabu	http://dbpedia.org/resource/Hector_Xavier_Monsegur
Mario Kart	http://dbpedia.org/resource/Mario_Kart
internet	http://dbpedia.org/resource/Internet
froot loops	http://dbpedia.org/resource/Froot_Loops
Scorpio	http://dbpedia.org/resource/Scorpio_(astrology)
Leos	http://dbpedia.org/resource/Leo_(astrology)
ZodiacFacts	NIL320
ZodiacFacts	NIL320
ispeakswag	NIL136
Sagittarius	http://dbpedia.org/resource/Sagittarius_(astrology)
ZodiacFacts	NIL320
