Surface form	Link
The double-deck commercial aircrafts	http://dbpedia.org/resource/Airbus_A380
The Dow	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the Dow Jones	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the Dow Jones	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the Dow Jones	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the Dow Jones	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones industrial average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dow Jones Industrial Average , a stock market index used to gauge the performance of American stock exchanges	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The Dreamliner	http://dbpedia.org/resource/Boeing_787_Dreamliner
the economy	http://dbpedia.org/resource/Economy_of_the_United_States
the economy	http://dbpedia.org/resource/Economy_of_Japan
the economy	http://dbpedia.org/resource/Economy_of_the_United_States
The emerging Chrysler	NILL
the emerging Chrysler 's new board	NILL
The EU	http://dbpedia.org/resource/European_Union
the EU	http://dbpedia.org/resource/European_Union
the euro	http://dbpedia.org/resource/Euro
The Eurogroup	http://dbpedia.org/resource/Eurogroup
the Eurogroup	http://dbpedia.org/resource/Eurogroup
the European Central Bank	http://dbpedia.org/resource/European_Central_Bank
The European Commission	http://dbpedia.org/resource/European_Union
the European Union ( EU	http://dbpedia.org/resource/European_Union
the Falcon	http://dbpedia.org/resource/Ford_Falcon
the Federal Reserve	http://dbpedia.org/resource/Federal_Reserve_System
the fifteen countries from the Eurogroup	NILL
the film industry	http://dbpedia.org/resource/Film_Industry
The final Boeing 717	NILL
the financial markets around the world	NILL
the financial sector	NILL
the financial sector	NILL
the financial sector	NILL
the financial world	NILL
the financial world	NILL
the financial world	NILL
the financial world	NILL
the financial world	NILL
The firm	http://dbpedia.org/resource/NPD_Group
the firm	http://dbpedia.org/resource/General_Motors
the firm	http://dbpedia.org/resource/Chrysler
the firm	http://dbpedia.org/resource/General_Motors
the firm	http://dbpedia.org/resource/General_Motors
the firm	http://dbpedia.org/resource/Ford
the firm	http://dbpedia.org/resource/General_Motors
the firm 's chief executive officer	http://dbpedia.org/resource/Alan_Mulally
the firm 's chief executive officer , Alan Mulally	http://dbpedia.org/resource/Alan_Mulally
the first	http://dbpedia.org/resource/Boeing_787_Dreamliner
the first Airbus A380	NILL
the first commercial jet to be manufactured mainly with carbon-fiber composites instead of the aluminium previously used	NILL
the first generation of their products to use Intel processors	NILL
the first model	NILL
the first model to be built out of plastic and carbon composites	NILL
the first woman to lead a firm	http://dbpedia.org/resource/Mary_Barra
the Ford Five Hundred	http://dbpedia.org/resource/Ford_Five_Hundred
The Ford Motor Company	http://dbpedia.org/resource/Ford
The Ford Motor Company , the second-largest car manufacturer in America	http://dbpedia.org/resource/Ford
The Ford Taurus	http://dbpedia.org/resource/Ford_Taurus
The former Chief Operating Officer	http://dbpedia.org/resource/Tim_Cook
The former Chief Operating Officer , Tim Cook	http://dbpedia.org/resource/Tim_Cook
the formerly state-owned company	http://dbpedia.org/resource/Aer_Lingus
the FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
the FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
the FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
the FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
The G7 nations	http://dbpedia.org/resource/G7
The GAO	http://dbpedia.org/resource/Government_Accountability_Office
the GAO	http://dbpedia.org/resource/Government_Accountability_Office
the global head of product development	http://dbpedia.org/resource/Mary_Barra
the globe	http://dbpedia.org/resource/Earth
the globe	http://dbpedia.org/resource/Earth
the globe	http://dbpedia.org/resource/Earth
The GM	http://dbpedia.org/resource/General_Motors
The GM that let you down	http://dbpedia.org/resource/General_Motors
the government	http://dbpedia.org/resource/United_States
the government	http://dbpedia.org/resource/Russia
the government	http://dbpedia.org/resource/United_States
The Government Accountability Office	http://dbpedia.org/resource/Government_Accountability_Office
the government of Canada	http://dbpedia.org/resource/Canada
the government of Canada and the provincial government of Ontario	NILL
the government of Germany	http://dbpedia.org/resource/Germany
the government of Germany which he thanked for its role in selling a corporate stake in GM Europe	http://dbpedia.org/resource/Germany
the governments of Canada	http://dbpedia.org/resource/Canada
the governments of Canada and Ontario ( which he thanked for their roles	NILL
the Hang Seng index	http://dbpedia.org/resource/Hang_Seng_Index
the High Court	http://dbpedia.org/resource/High_Court_of_Justice
the iBook line	http://dbpedia.org/resource/IBook
The iMac	http://dbpedia.org/resource/IMac
the iMac	http://dbpedia.org/resource/IMac
The iMac and the new MacBook Pro - a notebook computer replacing the PowerBook	NILL
The index	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the index	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The index	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the indices that today suffered from large falls	NILL
the Indonesian air traffic	NILL
the international market	NILL
the International Monetary Fund	http://dbpedia.org/resource/International_Monetary_Fund
the International Monetary Fund and the World Bank	NILL
The invitation	NILL
the iPad	http://dbpedia.org/resource/IPad
the iPhone	http://dbpedia.org/resource/IPhone
the iPhone	NILL
the iPhone	NILL
the iPhone	http://dbpedia.org/resource/IPhone
the iPhone	NILL
the iPhone	NILL
The iPhone	http://dbpedia.org/resource/IPhone
the iPhone	http://dbpedia.org/resource/IPhone
The iPhone	http://dbpedia.org/resource/IPhone
the iPhone 3GS.	NILL
The iPhone 4	NILL
The iPhone 4 antenna	NILL
the iPhone Developer Program	NILL
the iPod	http://dbpedia.org/resource/IPod
the iPod	http://dbpedia.org/resource/IPod
the iPod Classic	http://dbpedia.org/resource/IPod_Classic
the iPod family	http://dbpedia.org/resource/List_of_iPod_models
the iPod line	http://dbpedia.org/resource/List_of_iPod_models
the iPod nano	http://dbpedia.org/resource/IPod_Nano
The iPod Nano	http://dbpedia.org/resource/IPod_Nano
The iPod nano	http://dbpedia.org/resource/IPod_Nano
the iPod Nano	http://dbpedia.org/resource/IPod_Nano
The iPod nano	http://dbpedia.org/resource/IPod_Nano
the iPod Nano and the Video version	NILL
the Italian company	http://dbpedia.org/resource/Fiat
the Italian company	http://dbpedia.org/resource/Fiat
the Italian company , Fiat	http://dbpedia.org/resource/Fiat
the iTunes Apps Stores	http://dbpedia.org/resource/ITunes_Store
the iTunes music store	http://dbpedia.org/resource/ITunes_Store
the iTunes Music Store	http://dbpedia.org/resource/ITunes_Store
the iTunes Music Store	http://dbpedia.org/resource/ITunes_Store
the iTunes Music Store	http://dbpedia.org/resource/ITunes_Store
the iTunes store	http://dbpedia.org/resource/ITunes_Store
the iTunes store	http://dbpedia.org/resource/ITunes_Store
The Japanese economy	http://dbpedia.org/resource/Economy_of_Japan
the Japanese government	http://dbpedia.org/resource/Japan
the Japanese minister of fiscal policy	http://dbpedia.org/resource/Kaoru_Yosano
the jet	http://dbpedia.org/resource/Airbus_A380
the largest passenger jet in the world	http://dbpedia.org/resource/Airbus_A380
the latter	http://dbpedia.org/resource/Apple_Inc.
the left winglet	NILL
the local community	NILL
the long awaited iPhones Software Development Kit	http://dbpedia.org/resource/IOS_SDK
the Long Beach plant	NILL
the Long Beach plant , the original home of Douglas Aircraft and McDonnell Douglas	NILL
the loss-making business	NILL
the lowest unit operating cost	NILL
the Mac	http://dbpedia.org/resource/Macintosh
the Mac OS X operating system	http://dbpedia.org/resource/OS_X
the MacBook	http://dbpedia.org/resource/MacBook_Pro
The Macbook	http://dbpedia.org/resource/MacBook
the Macbook	http://dbpedia.org/resource/MacBook
the Macbook and Macbook Pro	NILL
The major indicators in the NYSE	NILL
the manufacturer of the iPhone	http://dbpedia.org/resource/Apple_Inc.
the manufacturer of the iPhone ( which was resented on Wednesday for the first time ) - Apple Inc. - and a leader in network and communication systems , based in San Jose - Cisco	NILL
the manufacturers	NILL
the many Boeing employees	NILL
The market	NILL
the market	NILL
the market	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the market	NILL
the market	NILL
the market	NILL
the markets	http://dbpedia.org/resource/Stock_market
the markets	NILL
the media	http://dbpedia.org/resource/Media
the media	http://dbpedia.org/resource/Media
the media and iPhone owners	NILL
the MICEX	http://dbpedia.org/resource/Moscow_Interbank_Currency_Exchange
the MICEX and RTS exchanges	NILL
the money	http://dbpedia.org/resource/Money
the Mortgage Bankers Association	http://dbpedia.org/resource/Mortgage_Bankers_Association
the Moscone West center in San Francisco	http://dbpedia.org/resource/Moscone_Center
the Moscone West Convention Center in San Francisco	http://dbpedia.org/resource/Moscone_Center
the most valuable technology company in the world , with a market value of $ 348.8 billion	http://dbpedia.org/resource/Apple_Inc.
the much-anticipated iPhone	http://dbpedia.org/resource/IPhone
the music	NILL
the music business	http://dbpedia.org/resource/Music_industry
the music industry	http://dbpedia.org/resource/Music_Industry
the music it sells	NILL
The Nasdaq	http://dbpedia.org/resource/Nasdaq_Composite
the Nasdaq	http://dbpedia.org/resource/Nasdaq_Composite
the Nasdaq and the S&amp;P 500	NILL
The Nasdaq Composite	http://dbpedia.org/resource/Nasdaq_Composite
the nation	http://dbpedia.org/resource/United_Kingdom
the nation 's current ageing fleet	NILL
the new 290 + seat wide-body , twin engine jetliner	http://dbpedia.org/resource/Boeing_787_Dreamliner
the new Airbus A380 superjumbo	http://dbpedia.org/resource/Airbus_A380
the new Airbus A380 superjumbo , the largest passenger jet in the world	http://dbpedia.org/resource/Airbus_A380
the new Airbus A380 superjumbo airliner	http://dbpedia.org/resource/Airbus_A380
The new aircraft	http://dbpedia.org/resource/Airbus_A380
The new hardware , revealed at the company 's annual Worldwide Developers Conference	NILL
the new iOS 4	http://dbpedia.org/resource/IOS_4
the new iOS 4 operating system for Apple mobile devices	http://dbpedia.org/resource/IOS_4
the new iPhone 3.0 software	NILL
the new iPhone 3.0 software , which will be available on June 17 , two days before the phone launches	NILL
the new iPhone 3G that is twice as fast at half the price	NILL
The new iPod	http://dbpedia.org/resource/IPod
the new MacBook line , which includes the Macbook and Macbook Pro	http://dbpedia.org/resource/MacBook_family
the new MacBook Pro	http://dbpedia.org/resource/MacBook_Pro
the new MacBook Pro - a notebook computer replacing the PowerBook	http://dbpedia.org/resource/MacBook_Pro
the new mid-size , long-range 787 Dreamliner	http://dbpedia.org/resource/Boeing_787_Dreamliner
The new phone	NILL
the new phone	NILL
The new planes	NILL
the new products	NILL
the new version of their Mac OS X operating system for desktop and laptop computers	http://dbpedia.org/resource/Mac_OS_X_Lion
The New York Times	http://dbpedia.org/resource/The_New_York_Times
The New York Times	http://dbpedia.org/resource/The_New_York_Times
the newest collection of Mac software	http://dbpedia.org/resource/ILife
the newest collection of Mac software entitled iLife , which has added internet publication software to its high-end graphics , video , and sound tools	http://dbpedia.org/resource/ILife
the newest version of Apple Computer 's Mac OS X	http://dbpedia.org/resource/Mac_OS_X_Tiger
the newest version of Apple Computer 's Mac OS X , version 10.4	http://dbpedia.org/resource/Mac_OS_X_Tiger
the next generation of software products from Apple	NILL
The Nikkei	http://dbpedia.org/resource/Nikkei_225
the Nikkei	http://dbpedia.org/resource/Nikkei_225
the No. 1 music seller	NILL
the No. 2 U.S. music retailer	NILL
the NYSE	http://dbpedia.org/resource/New_York_Stock_Exchange
the Old Mutual insurance company	http://dbpedia.org/resource/Old_Mutual
the online iTunes Music Store	http://dbpedia.org/resource/ITunes_Store
The open-source kernel	http://dbpedia.org/resource/Darwin_(operating_system)
The open-source kernel , or base of the system	http://dbpedia.org/resource/Darwin_(operating_system)
"The open-source kernel , or base of the system , "" Darwin """	http://dbpedia.org/resource/Darwin_(operating_system)
"The open-source kernel , or base of the system , "" Darwin "" , plus all the features of Apple 's proprietary Quartz user interface features , software , and system utilities"	NILL
the original home of Douglas Aircraft and McDonnell Douglas	NILL
the OS	http://dbpedia.org/resource/Darwin_(operating_system)
the other American automakers	NILL
the outgoing model	http://dbpedia.org/resource/Ford_Five_Hundred
the package	NILL
the parent company of European airframer Airbus	http://dbpedia.org/resource/Airbus_Group
the parent product development team	NILL
the Penske Automotive Group	http://dbpedia.org/resource/Penske_Automotive_Group
the Penske Automotive Group ( PAG	http://dbpedia.org/resource/Penske_Automotive_Group
the Pentagon	http://dbpedia.org/resource/United_States_Department_of_Defense
the people working on it	NILL
the phone	NILL
the phone	NILL
the phone	http://dbpedia.org/resource/IPhone
the phone 's antenna	NILL
the plane	http://dbpedia.org/resource/Airbus_A400M_Atlas
The plane	http://dbpedia.org/resource/Boeing_787_Dreamliner
the plane	http://dbpedia.org/resource/Airbus_A380
The plane	http://dbpedia.org/resource/Airbus_A380
the planes	NILL
the planes	NILL
the popular DC-9 family of jets	http://dbpedia.org/resource/McDonnell_Douglas_DC-9
the popular DC-9 family of jets , which has sold over 2,400 units over its 41-year history	http://dbpedia.org/resource/McDonnell_Douglas_DC-9
the PowerBook	http://dbpedia.org/resource/PowerBook
the press	NILL
the previous versions	NILL
the price	NILL
The price for the iPhone	NILL
The primary UK index	http://dbpedia.org/resource/FTSE_100_Index
The primary UK index	http://dbpedia.org/resource/FTSE_100_Index
the primary UK index	http://dbpedia.org/resource/FTSE_100_Index
the primary UK index	http://dbpedia.org/resource/FTSE_100_Index
The primary UK index , the FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
The primary UK index , the FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
the primary UK index , the FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
the primary UK index , the FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
the Prime Minister	http://dbpedia.org/resource/Lee_Hsien_Loong
the Prime Minister of Singapore , Mr. Lee Hsien Loong	http://dbpedia.org/resource/Lee_Hsien_Loong
The principal amount of notes tendered	NILL
the Pro	http://dbpedia.org/resource/MacBook_Pro
the producer of the world 's most-sold MP3 Player , the iPod	http://dbpedia.org/resource/Apple_Inc.
the program	NILL
the program	NILL
The prominent Japanese Nikkei 225 stock market index	http://dbpedia.org/resource/Nikkei_225
the prototype airliner	http://dbpedia.org/resource/Airbus_A380
the provincial government of Ontario	http://dbpedia.org/resource/Ontario
the public	NILL
the public	NILL
the public record	NILL
the recently announced iPhone 4	NILL
the recipient carrier	http://dbpedia.org/resource/Singapore_Airlines
the Romanian assembly plant	http://dbpedia.org/resource/Automobile_Craiova
The Romanian government	http://dbpedia.org/resource/Romania
the Royal Courts of Justice , located in central London	http://dbpedia.org/resource/Royal_Courts_of_Justice
The Russel 2000 Index of smaller companies	http://dbpedia.org/resource/Russell_2000
The Russian government	http://dbpedia.org/resource/Russia
the Russian government 's Federal Service for the Financial Markets	NILL
The S&amp;P 500	http://dbpedia.org/resource/S&P_500
the S&amp;P 500	http://dbpedia.org/resource/S&P_500
the S&amp;P 500 index	http://dbpedia.org/resource/S&P_500
the same brand	NILL
The SDK	http://dbpedia.org/resource/IOS_SDK
the second model of the iPod family to utilize flash memory	http://dbpedia.org/resource/IPod_Nano
the second-largest bank in the United States	http://dbpedia.org/resource/Bank_of_America
the second-largest car manufacturer in America	http://dbpedia.org/resource/Ford
the Senate	http://dbpedia.org/resource/US_Senate
the Senate	http://dbpedia.org/resource/US_Senate
the share in Chrysler held by the US government	NILL
The share index	http://dbpedia.org/resource/FTSE_100_Index
the side of the device	NILL
the side of the hangar	NILL
the six percent of automaker Chrysler	NILL
the Sky	http://dbpedia.org/resource/Saturn_Sky
the Sky and Astra	NILL
the software	NILL
the software	http://dbpedia.org/resource/OS_X
The software update	NILL
The software update , iPod Software 1.1.1	NILL
the Standard &amp; Poor 's 500	http://dbpedia.org/resource/S&P_500
the Standard &amp; Poor 's 500 index	http://dbpedia.org/resource/S&P_500
the Standard &amp; Poor 's 500 index	http://dbpedia.org/resource/S&P_500
The Standard and Poor 's 500 index	http://dbpedia.org/resource/S&P_500
The steering computer	NILL
the stock market	NILL
the stock market 's indexes	NILL
the stock price	http://dbpedia.org/resource/Share_price
the store	http://dbpedia.org/resource/ITunes_Store
The store	http://dbpedia.org/resource/ITunes_Store
The store	http://dbpedia.org/resource/ITunes_Store
the sub-prime mortgage	http://dbpedia.org/resource/Subprime_lending
the successor to the iBook line	http://dbpedia.org/resource/MacBook_family
the Swiss National Bank	http://dbpedia.org/resource/Swiss_National_Bank
the Swiss National Bank	http://dbpedia.org/resource/Swiss_National_Bank
the system	NILL
the TARP Troubled Assets Relief Program ] programme	http://dbpedia.org/resource/Troubled_Asset_Relief_Program
the Taurus	http://dbpedia.org/resource/Ford_Taurus
the Taurus	http://dbpedia.org/resource/Ford_Taurus
the team formed to look at the development	NILL
the technology blog	http://dbpedia.org/resource/Gizmodo
the technology blog Gizmodo	http://dbpedia.org/resource/Gizmodo
The three major US stock market indices	NILL
the top U.S. music seller	NILL
the top U.S. music seller Wal - Mart	NILL
the total US car market	NILL
the trademark for iPhone	NILL
the two companies	NILL
the two companies	NILL
the two companies	NILL
the two companies	NILL
the two parties	NILL
the U.S.	http://dbpedia.org/resource/United_States
the U.S.	http://dbpedia.org/resource/United_States
the U.S. 's second-largest	http://dbpedia.org/resource/Ford
the U.S. Air Force	http://dbpedia.org/resource/United_States_Air_Force
the U.S. Air Force $ 40 billion tanker contract	NILL
the U.S. car maker	http://dbpedia.org/resource/Ford
the U.S. Department of Labor	http://dbpedia.org/resource/United_States_Department_of_Labor
the U.S. dollar	http://dbpedia.org/resource/United_States_dollar
The U.S. dollar	http://dbpedia.org/resource/United_States_dollar
the U.S. government	http://dbpedia.org/resource/United_States
The UAW	http://dbpedia.org/resource/United_Automobile_Workers
The UK 's FTSE-100 index	http://dbpedia.org/resource/FTSE_100_Index
the United Auto Workers	http://dbpedia.org/resource/United_Automobile_Workers
the United Auto Workers ( UAW ) union	http://dbpedia.org/resource/United_Automobile_Workers
the United Kingdom	http://dbpedia.org/resource/United_Kingdom
the United Kingdom 's Royal Air Force ( RAF	http://dbpedia.org/resource/Royal_Air_Force
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
The United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
the United States	http://dbpedia.org/resource/United_States
The United States 's largest car manufacturer	http://dbpedia.org/resource/General_Motors
the United States Air Force ( USAF	http://dbpedia.org/resource/United_States_Air_Force
The United States auto manufacturer	http://dbpedia.org/resource/Chrysler
The United States auto manufacturer Chrysler	http://dbpedia.org/resource/Chrysler
The United States auto manufacturer Chrysler , which has been badly affected by the ongoing recession	http://dbpedia.org/resource/Chrysler
The United States automobile manufacturing firm	http://dbpedia.org/resource/General_Motors
the United States Dow Jones Industrial Average	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the United States Dow Jones Industrial Average market	NILL
the United States Federal Reserve	http://dbpedia.org/resource/Federal_Reserve_System
the United States government	http://dbpedia.org/resource/United_States
the United States Government	http://dbpedia.org/resource/United_States
the United States government	http://dbpedia.org/resource/United_States
the United States government	http://dbpedia.org/resource/United_States
the United States government , in conjunction with the governments of Canada and Ontario ( which he thanked for their roles	NILL
the United States of America	http://dbpedia.org/resource/United_States
the United States or Canada	NILL
the United States Senate	http://dbpedia.org/resource/US_Senate
the upper atmosphere	http://dbpedia.org/resource/Near_space
the US	http://dbpedia.org/resource/United_States
the US	http://dbpedia.org/resource/United_States
the US automobile manufacturer	http://dbpedia.org/resource/General_Motors
The US automobile manufacturer Ford	http://dbpedia.org/resource/Ford
the US automobile manufacturer General Motors	http://dbpedia.org/resource/General_Motors
the US Bankruptcy Court	NILL
The US car manufacturer	http://dbpedia.org/resource/General_Motors
the US economy	http://dbpedia.org/resource/Economy_of_the_United_States
the US Federal Reserve	http://dbpedia.org/resource/Federal_Reserve_System
the US government	http://dbpedia.org/resource/United_States
the US government	http://dbpedia.org/resource/United_States
the US government	http://dbpedia.org/resource/United_States
the US Government	http://dbpedia.org/resource/United_States
the US Labor Department	http://dbpedia.org/resource/United_States_Department_of_Labor
the US manufacturer	http://dbpedia.org/resource/Boeing
the US Treasury	NILL
The USAF	http://dbpedia.org/resource/United_States_Air_Force
the USAF	http://dbpedia.org/resource/United_States_Air_Force
the value of stock markets	NILL
the value of the contract	NILL
the Vice Chairman of Chrysler	http://dbpedia.org/resource/Jim_Press
the vice president and chairman of Chrysler LLC	http://dbpedia.org/resource/Jim_Press
the vice president and chairman of Chrysler LLC Jim Press	http://dbpedia.org/resource/Jim_Press
the Victorian state government	http://dbpedia.org/resource/Victoria_(Australia)
the Video version	NILL
the volume	NILL
The White House	http://dbpedia.org/resource/United_States
the White House	http://dbpedia.org/resource/United_States
the White House	http://dbpedia.org/resource/United_States
the White House Press Secretary	http://dbpedia.org/resource/Dana_Perino
The winglets	NILL
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
the world	http://dbpedia.org/resource/Earth
The world 's largest passenger aircraft	http://dbpedia.org/resource/Airbus_A380
the world 's largest passenger plane	http://dbpedia.org/resource/Airbus_A380
the world 's most-sold MP3 Player	http://dbpedia.org/resource/IPod
the world 's most-sold MP3 Player , the iPod	http://dbpedia.org/resource/IPod
the world 's third-largest automaker	http://dbpedia.org/resource/Ford
the world 's third-largest automaker and the U.S. 's second-largest	http://dbpedia.org/resource/Ford
the World Bank	http://dbpedia.org/resource/World_Bank
the Worldliner	http://dbpedia.org/resource/Boeing_777
the yen	http://dbpedia.org/resource/Japanese_yen
their	http://dbpedia.org/resource/Boeing
their	http://dbpedia.org/resource/Boeing
their	NILL
their	NILL
their	http://dbpedia.org/resource/Boeing
their	NILL
their	http://dbpedia.org/resource/Apple_Inc.
their	NILL
their	http://dbpedia.org/resource/Apple_Inc.
their	NILL
their	NILL
their	http://dbpedia.org/resource/Apple_Inc.
their	http://dbpedia.org/resource/Apple_Inc.
their	http://dbpedia.org/resource/Apple_Inc.
their	NILL
their	http://dbpedia.org/resource/Apple_Inc.
their	NILL
their	http://dbpedia.org/resource/United_Automobile_Workers
their	NILL
their	NILL
their	NILL
their	http://dbpedia.org/resource/Ford
their	http://dbpedia.org/resource/Ford
their	NILL
their	NILL
their	NILL
their	NILL
their	NILL
their	NILL
their	NILL
their	http://dbpedia.org/resource/Central_bank
their 737 narrowbody airliner	http://dbpedia.org/resource/Boeing_737
their banking systems	NILL
their Everett Factory near Seattle , Washington , in the United States	http://dbpedia.org/resource/Boeing_Everett_Factory
their most recent iPhone model	NILL
their most recent iPhone model , iPhone 4	NILL
their new 787 Dreamliner	http://dbpedia.org/resource/Boeing_787_Dreamliner
their pay	NILL
their phone lines	NILL
their popular iPhone	NILL
their popular iPod range	http://dbpedia.org/resource/List_of_iPod_models
their predecessors	NILL
their workforces	NILL
them	NILL
them	NILL
them	NILL
them	NILL
them	NILL
them	NILL
them	NILL
them	NILL
themselves	NILL
These new lines of computers	NILL
these trademarks	http://dbpedia.org/resource/Trademark
They	NILL
They	NILL
they	http://dbpedia.org/resource/Airbus
they	http://dbpedia.org/resource/Singapore_Airlines
they	http://dbpedia.org/resource/Boeing
They	http://dbpedia.org/resource/Apple_Inc.
they	http://dbpedia.org/resource/Apple_Inc.
they	NILL
They	NILL
they	NILL
they	NILL
third party software developers	NILL
this	NILL
this breakthrough airplane	http://dbpedia.org/resource/Boeing_787_Dreamliner
this release	http://dbpedia.org/resource/Mac_OS_X_Tiger
this release	http://dbpedia.org/resource/Mac_OS_X_Tiger
those countries which use the euro as official currency	NILL
those in the United Kingdom	NILL
those in the United States	NILL
those of Japanese automobile companies in the United States	NILL
thousands of former workers	NILL
thousands of pages of documentation from Lockheed Martin , Boeing 's rival during the 1998 evolved expendable launch vehicle source selection process	NILL
three large American auto companies	http://dbpedia.org/resource/Big_Three_(automobile_manufacturers)
Three major United States stock market indexes	NILL
three members	NILL
three thousand employees	NILL
Tiger	http://dbpedia.org/resource/Mac_OS_X_Tiger
Tiger	http://dbpedia.org/resource/Mac_OS_X_Tiger
Tiger , the code name for this release	http://dbpedia.org/resource/Mac_OS_X_Tiger
Tiger , the newest version of Apple Computer 's Mac OS X , version 10.4	http://dbpedia.org/resource/Mac_OS_X_Tiger
Tim Cook	http://dbpedia.org/resource/Tim_Cook
today 's GM	http://dbpedia.org/resource/General_Motors
too many dealers	NILL
Toulouse	http://dbpedia.org/resource/Toulouse
Toulouse , France	http://dbpedia.org/resource/Toulouse
Toyota	http://dbpedia.org/resource/Toyota
trademark	http://dbpedia.org/resource/Trademark
trademark	http://dbpedia.org/resource/Trademark
trademark	http://dbpedia.org/resource/Trademark
troubled automakers	http://dbpedia.org/resource/Big_Three_(automobile_manufacturers)
trucks	NILL
TV episodes	NILL
twelve new long-haul Airbus jets	NILL
twenty new Airbus A320 jets	NILL
twenty tonnes of test equipment	NILL
two Chrysler plants	NILL
two investment banks	NILL
Two models	NILL
two of the Rolls-Royce Trent 900 engines on the prototype airliner	NILL
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
U.S. automaker	http://dbpedia.org/resource/Chrysler
U.S. automaker	http://dbpedia.org/resource/General_Motors
U.S. automaker	http://dbpedia.org/resource/General_Motors
U.S. automaker Chrysler	http://dbpedia.org/resource/Chrysler
U.S. automaker GM	http://dbpedia.org/resource/General_Motors
U.S. automaker GM	http://dbpedia.org/resource/General_Motors
U.S. electronics retailer	http://dbpedia.org/resource/Best_Buy
U.S. electronics retailer Best Buy	http://dbpedia.org/resource/Best_Buy
